yourlist:M20190125216DA2B77BFBD2E6699CA9B6D1C41EB203BCDBR	Entry	Entry name	Status	Protein names	Gene names	Organism	Proteomes
I7GFM9	I7GFM9	I7GFM9_MYCS2	unreviewed	Diacylglycerol O-acyltransferase (EC 2.3.1.20)	MSMEI_6156	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FMP9	I7FMP9	I7FMP9_MYCS2	unreviewed	tRNA-specific adenosine deaminase (EC 3.5.4.33)	tadA MSMEI_6161	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GFN1	I7GFN1	I7GFN1_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6162	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R5V8	A0R5V8	A0R5V8_MYCS2	unreviewed	Prephenate dehydrogenase (EC 1.3.1.12)	MSMEG_6330	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FMQ8	I7FMQ8	I7FMQ8_MYCS2	unreviewed	Acyl-CoA dehydrogenase FadE36	fadE36 MSMEI_6171	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GFN5	I7GFN5	I7GFN5_MYCS2	unreviewed	Phosphoglycerate mutase (EC 5.4.2.-)	MSMEI_6172	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GAL5	I7GAL5	I7GAL5_MYCS2	unreviewed	Short-chain dehydrogenase/reductase SDR (EC 1.1.1.100)	MSMEI_6173	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GAL9	I7GAL9	I7GAL9_MYCS2	unreviewed	Phosphoesterase (EC 3.1.4.-)	MSMEI_6178	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GFN9	I7GFN9	I7GFN9_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6182	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R5X8	A0R5X8	PATR_MYCS2	reviewed	Putative phenylalanine aminotransferase (EC 2.6.1.-)	pat MSMEG_6351 MSMEI_6185	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7FUN3	I7FUN3	I7FUN3_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6186	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGC7	I7GGC7	I7GGC7_MYCS2	unreviewed	Enoyl-CoA hydratase EchA21 (EC 4.2.1.17)	echA21 MSMEI_6187	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FMS0	I7FMS0	I7FMS0_MYCS2	unreviewed	Cutinase Cut1 (EC 3.1.1.74)	cut1 MSMEI_6188	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R5Y3	A0R5Y3	A0R5Y3_MYCS2	unreviewed	Probable transcriptional regulator, AraC family protein, putative	MSMEG_6356	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FMS4	I7FMS4	I7FMS4_MYCS2	unreviewed	Transcriptional regulator, MarR family	MSMEI_6194	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GFP3	I7GFP3	I7GFP3_MYCS2	unreviewed	Quinone oxidoreductase (EC 1.6.5.5)	MSMEI_6195	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GAN2	I7GAN2	I7GAN2_MYCS2	unreviewed	Putative aminotransferase/cysteine desulfurase (EC 2.8.1.7)	MSMEI_6196	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R5Z0	A0R5Z0	BPA_MYCS2	reviewed	Bacterial proteasome activator	bpa MSMEG_6365 MSMEI_6197	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7GGD1	I7GGD1	I7GGD1_MYCS2	unreviewed	O-antigen/lipopolysaccharide ABC transporter ATP-binding protein RfbE (EC 3.6.3.40)	rfbE MSMEI_6198	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R5Z2	A0R5Z2	GLFT1_MYCS2	reviewed	Galactofuranosyltransferase GlfT1 (GalTr 1) (EC 2.4.1.287) (Arabinogalactan galactosyltransferase 1) (Rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,4/1,5-galactofuranosyltransferase) (UDP-Galf:alpha-3-L-rhamnosyl-alpha-D-GlcNAc-pyrophosphate polyprenol, galactofuranosyl transferase)	glfT1 MSMEG_6367 MSMEI_6199	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7GFP5	I7GFP5	I7GFP5_MYCS2	unreviewed	O-antigen/lipopolysaccharide ABC transporter permease protein RfbD	rfbD MSMEI_6200	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GFP7	I7GFP7	I7GFP7_MYCS2	unreviewed	3-keto-5-aminohexanoate cleavage enzyme	MSMEI_6205	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GAP1	I7GAP1	I7GAP1_MYCS2	unreviewed	2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase)	MSMEI_6206	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R605	A0R605	A0R605_MYCS2	unreviewed	Uncharacterized protein	MSMEG_6380	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7GGD6	I7GGD6	I7GGD6_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6213	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R607	A0R607	DPRE1_MYCS2	reviewed	Decaprenylphosphoryl-beta-D-ribose oxidase (EC 1.1.98.3) (Decaprenylphospho-beta-D-ribofuranose 2-dehydrogenase) (Decaprenylphosphoryl-beta-D-ribofuranose 2'-epimerase subunit DprE1) (Decaprenyl-phosphoribose 2'-epimerase subunit 1) (Decaprenylphosphoryl-beta-D-ribofuranose 2'-oxidase) (Decaprenylphosphoryl-beta-D-ribose 2-epimerase flavoprotein subunit) (FAD-dependent decaprenylphosphoryl-beta-D-ribofuranose 2-oxidase)	dprE1 MSMEG_6382 MSMEI_6214 LJ00_31545	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R609	A0R609	KATG1_MYCS2	reviewed	Catalase-peroxidase 1 (CP 1) (EC 1.11.1.21) (Peroxidase/catalase 1)	katG1 MSMEG_6384 MSMEI_6216	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R610	A0R610	DPRE2_MYCS2	reviewed	Decaprenylphosphoryl-2-keto-beta-D-erythro-pentose reductase (EC 1.1.1.333) (Decaprenyl-phospho-2'-keto-D-arabinose reductase) (Decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase) (Decaprenylphosphoryl-beta-D-ribofuranose 2'-epimerase subunit DprE2) (Decaprenyl-phosphoribose 2'-epimerase subunit 2) (NAD-dependent decaprenylphosphoryl-D-2'-keto erythropentose reductase)	dprE2 MSMEG_6385 MSMEI_6217 LJ00_31560	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R611	A0R611	AFTA_MYCS2	reviewed	Galactan 5-O-arabinofuranosyltransferase (EC 2.4.2.46) (Arabinofuranosyltransferase AftA)	aftA MSMEG_6386 MSMEI_6218	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7FMU5	I7FMU5	I7FMU5_MYCS2	unreviewed	Integral membrane indolylacetylinositol arabinosyltransferase EmbC (EC 2.4.2.34)	embC MSMEI_6219	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R613	A0R613	A0R613_MYCS2	unreviewed	Probable arabinosyltransferase B (EC 2.4.2.-)	MSMEG_6388	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7GAQ2	I7GAQ2	I7GAQ2_MYCS2	unreviewed	Integral membrane indolylacetylinositol arabinosyltransferase EmbB (EC 2.4.2.34)	embB MSMEI_6221	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGE0	I7GGE0	I7GGE0_MYCS2	unreviewed	Propionyl-CoA carboxylase beta chain 4 accD4 (EC 6.4.1.3)	accD4 MSMEI_6223	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GFQ6	I7GFQ6	I7GFQ6_MYCS2	unreviewed	Fatty-acid-CoA ligase FadD32	fadD32 MSMEI_6225	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GAQ7	I7GAQ7	I7GAQ7_MYCS2	unreviewed	Cutinase	MSMEI_6226	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FUR4	I7FUR4	I7FUR4_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6227	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGE2	I7GGE2	I7GGE2_MYCS2	unreviewed	Secreted MPT51/MPB51 antigen protein fbpD	mpt51 MSMEI_6228	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GFQ8	I7GFQ8	I7GFQ8_MYCS2	unreviewed	Putative esterase	MSMEI_6230	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GAR2	I7GAR2	I7GAR2_MYCS2	unreviewed	Secreted antigen 85-A FbpA	fbpA MSMEI_6231	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FUR9	I7FUR9	I7FUR9_MYCS2	unreviewed	Conserved transmembrane protein	MSMEI_6232	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R626	A0R626	DPPRS_MYCS2	reviewed	Decaprenyl-phosphate phosphoribosyltransferase (EC 2.4.2.45) (5-phospho-alpha-D-ribose-1-diphosphate:decaprenyl-phosphate 5-phosphoribosyltransferase) (DPPR synthase)	MSMEG_6401 MSMEI_6233	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R627	A0R627	DPRP_MYCS2	reviewed	Putative decaprenylphosphoryl-5-phosphoribose phosphatase MSMEG_6402 (DPPR phosphatase) (EC 3.1.3.-) (Phospholipid phosphatase)	MSMEG_6402 MSMEI_6234	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R628	A0R628	GLFT2_MYCS2	reviewed	Galactofuranosyltransferase GlfT2 (GalTr 2) (EC 2.4.1.288) (Arabinogalactan galactosyltransferase 2) (Galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase) (Polymerizing galactofuranosyltransferase GlfT2)	glfT2 MSMEG_6403 MSMEI_6235	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7GAR6	I7GAR6	I7GAR6_MYCS2	unreviewed	UDP-galactopyranose mutase Glf (EC 5.4.99.9)	glf MSMEI_6236	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FMW3	I7FMW3	I7FMW3_MYCS2	unreviewed	Cof-like hydrolase	MSMEI_6239	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GFR2	I7GFR2	I7GFR2_MYCS2	unreviewed	Phospholipid/glycerol acyltransferase (EC 2.3.1.51)	MSMEI_6240	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GAR8	I7GAR8	I7GAR8_MYCS2	unreviewed	Phospholipid/glycerol acyltransferase (EC 2.3.1.51)	MSMEI_6241	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R635	A0R635	Y6410_MYCS2	reviewed	Putative Rieske 2Fe-2S iron-sulfur protein MSMEG_6410/MSMEI_6242 (EC 1.-.-.-)	MSMEG_6410 MSMEI_6242	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R636	A0R636	A0R636_MYCS2	unreviewed	Uncharacterized protein	MSMEG_6411	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FMW9	I7FMW9	I7FMW9_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6244	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R638	A0R638	SYS_MYCS2	reviewed	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS MSMEG_6413 MSMEI_6245	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R639	A0R639	A0R639_MYCS2	unreviewed	Uncharacterized protein	MSMEG_6414	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FMX3	I7FMX3	I7FMX3_MYCS2	unreviewed	Phosphoglycerate mutase (EC 5.4.2.-)	MSMEI_6249	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R643	A0R643	PHEA_MYCS2	reviewed	Prephenate dehydratase (PDT) (EC 4.2.1.51)	pheA MSMEG_6418 MSMEI_6250	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R646	A0R646	A0R646_MYCS2	unreviewed	Transcriptional regulator	MSMEG_6421	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R647	A0R647	BFRB_MYCS2	reviewed	Ferritin BfrB (EC 1.16.3.1) (Non-heme ferritin Ftn)	bfrB ftn MSMEG_6422 MSMEI_6254	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7GFR9	I7GFR9	I7GFR9_MYCS2	unreviewed	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	glpQ1 MSMEI_6255	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GAT1	I7GAT1	I7GAT1_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6256	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R650	A0R650	A0R650_MYCS2	unreviewed	Rhodanese-like domain protein	MSMEG_6425	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R652	A0R652	SODM_MYCS2	reviewed	Superoxide dismutase [Mn] (EC 1.15.1.1)	sodA sodB MSMEG_6427 MSMEI_6260	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R655	A0R655	A0R655_MYCS2	unreviewed	Uncharacterized protein	MSMEG_6430	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7GGF4	I7GGF4	I7GGF4_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6263	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GAT8	I7GAT8	I7GAT8_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6266	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R664	A0R664	RRAAH_MYCS2	reviewed	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase (HMG aldolase) (EC 4.1.3.17) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (Regulator of ribonuclease activity homolog) (RraA-like protein)	rraA MSMEG_6439 MSMEI_6271	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R665	A0R665	ETHA_MYCS2	reviewed	FAD-containing monooxygenase EthA (EC 1.14.13.-) (Baeyer-Villiger monooxygenase) (BVMO) (Prodrug activator EtaA)	ethA MSMEG_6440 MSMEI_6272	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R666	A0R666	ETHR_MYCS2	reviewed	HTH-type transcriptional regulator EthR	ethR MSMEG_6441 MSMEI_6273	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7FUW2	I7FUW2	I7FUW2_MYCS2	unreviewed	PHP C-terminal domain protein	MSMEI_6277	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R675	A0R675	A0R675_MYCS2	unreviewed	Uncharacterized protein	MSMEG_6450	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R676	A0R676	A0R676_MYCS2	unreviewed	Transcriptional regulator, ArsR family protein	MSMEG_6451	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R679	A0R679	A0R679_MYCS2	unreviewed	Uncharacterized protein	MSMEG_6454	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7GGG3	I7GGG3	I7GGG3_MYCS2	unreviewed	Glutamate synthase, NADH/NADPH, small subunit (EC 1.4.1.-)	gltD MSMEI_6288	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FN25	I7FN25	I7FN25_MYCS2	unreviewed	Ferredoxin-dependent glutamate synthase NADPH (Large subunit) GltB (EC 1.4.1.-)	gltB MSMEI_6289	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R689	A0R689	A0R689_MYCS2	unreviewed	Uncharacterized protein	MSMEG_6464	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R692	A0R692	DPS_MYCS2	reviewed	DNA protection during starvation protein (EC 1.16.-.-)	dps MSMEG_6467 MSMEI_6295	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7GAW1	I7GAW1	I7GAW1_MYCS2	unreviewed	O-methyltransferase-like protein	MSMEI_6301	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R699	A0R699	A0R699_MYCS2	unreviewed	Nucleoside-diphosphate-sugar epimerase	MSMEG_6474	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7GGG8	I7GGG8	I7GGG8_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6303	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GFT9	I7GFT9	I7GFT9_MYCS2	unreviewed	Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase)	msrA MSMEI_6305	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R6A3	A0R6A3	A0R6A3_MYCS2	unreviewed	Putative cytochrome P450 135B1 (EC 1.14.-.-)	MSMEG_6478	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FUY7	I7FUY7	I7FUY7_MYCS2	unreviewed	Transcriptional regulator, TetR family	MSMEI_6307	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGH0	I7GGH0	I7GGH0_MYCS2	unreviewed	Transcriptional regulator, TetR family	MSMEI_6308	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R6A6	A0R6A6	A0R6A6_MYCS2	unreviewed	Secreted protein	MSMEG_6482	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R6A7	A0R6A7	A0R6A7_MYCS2	unreviewed	Uncharacterized protein	MSMEG_6481	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7GAW9	I7GAW9	I7GAW9_MYCS2	unreviewed	Methyltransferase type 11 (EC 2.1.1.-)	MSMEI_6311	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FUZ1	I7FUZ1	I7FUZ1_MYCS2	unreviewed	Glycosyl transferase	MSMEI_6312	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGH2	I7GGH2	I7GGH2_MYCS2	unreviewed	Pyridoxamine 5'-phosphate oxidase-related FMN-binding protein	MSMEI_6313	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GFU3	I7GFU3	I7GFU3_MYCS2	unreviewed	Aminocarboxymuconate-semialdehyde decarboxylase (EC 4.1.1.45)	MSMEI_6315	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GAX4	I7GAX4	I7GAX4_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6316	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FUZ5	I7FUZ5	I7FUZ5_MYCS2	unreviewed	Monooxygenase FAD-binding protein (EC 1.14.13.1)	MSMEI_6317	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R6B6	A0R6B6	A0R6B6_MYCS2	unreviewed	Aldehyde dehydrogenase	MSMEG_6491	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R6B7	A0R6B7	A0R6B7_MYCS2	unreviewed	GAF domain protein, putative	MSMEG_6492	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FV06	I7FV06	I7FV06_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6327	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGH7	I7GGH7	I7GGH7_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6328	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GFU9	I7GFU9	I7GFU9_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6330	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FN79	I7FN79	I7FN79_MYCS2	unreviewed	Pyrazinamidase/nicotinamidase (EC 3.5.1.19)	pncA MSMEI_6334	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GFV2	I7GFV2	I7GFV2_MYCS2	unreviewed	Glycogen debranching enzyme GlgX (EC 3.2.1.68)	glgX MSMEI_6335	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GAZ2	I7GAZ2	I7GAZ2_MYCS2	unreviewed	MarR family transcriptional regulator	MSMEI_6336	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FV14	I7FV14	I7FV14_MYCS2	unreviewed	ABC transporter, ATPase subunit (EC 3.6.3.25)	MSMEI_6337	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FN87	I7FN87	I7FN87_MYCS2	unreviewed	Acyl-CoA dehydrogenase (EC 1.3.8.-)	MSMEI_6339	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GFV4	I7GFV4	I7GFV4_MYCS2	unreviewed	Acyl-CoA dehydrogenase (EC 1.3.8.-)	MSMEI_6340	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R6D9	A0R6D9	MAK_MYCS2	reviewed	Maltokinase (MaK) (EC 2.7.1.175) (Maltose-1-phosphate synthase)	mak pep2 MSMEG_6514 MSMEI_6342	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R6E0	A0R6E0	TRES_MYCS2	reviewed	Trehalose synthase/amylase TreS (EC 3.2.1.1) (EC 5.4.99.16) (Maltose alpha-D-glucosyltransferase) (MTase)	treS MSMEG_6515 MSMEI_6343	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R6E3	A0R6E3	Y6518_MYCS2	reviewed	Uncharacterized protein MSMEG_6518/MSMEI_6344	MSMEG_6518 MSMEI_6344	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7GFV6	I7GFV6	I7GFV6_MYCS2	unreviewed	Pyridoxamine 5'-phosphate oxidase-related, FMN-binding protein	MSMEI_6345	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GB03	I7GB03	I7GB03_MYCS2	unreviewed	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	pyrE MSMEI_6346	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FV21	I7FV21	I7FV21_MYCS2	unreviewed	ABC transporter	MSMEI_6347	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GFV8	I7GFV8	I7GFV8_MYCS2	unreviewed	Putative solute binding protein of ABC transporter system	MSMEI_6350	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FV25	I7FV25	I7FV25_MYCS2	unreviewed	Pyridoxamine 5'-phosphate oxidase-related, FMN-binding protein	MSMEI_6352	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGJ0	I7GGJ0	I7GGJ0_MYCS2	unreviewed	Short-chain dehydrogenase/reductase SDR	MSMEI_6363	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FNB9	I7FNB9	I7FNB9_MYCS2	unreviewed	MCE-family protein MCE1a	mce MSMEI_6364	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GB17	I7GB17	I7GB17_MYCS2	unreviewed	Anti-sigma factor antagonist	MSMEI_6366	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FV35	I7FV35	I7FV35_MYCS2	unreviewed	Cobalamin B12-binding protein	MSMEI_6367	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R6G8	A0R6G8	A0R6G8_MYCS2	unreviewed	Transport-associated, putative	MSMEG_6544	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7GB20	I7GB20	I7GB20_MYCS2	unreviewed	Amidohydrolase	MSMEI_6371	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
